timeStamp,IR1,IR2,ACTION
17/08/2022 02:06:16,1,1,FORWARD
17/08/2022 02:06:16,1,1,FORWARD
17/08/2022 02:06:16,1,1,FORWARD
17/08/2022 02:06:16,1,1,FORWARD
17/08/2022 02:06:16,1,1,FORWARD
17/08/2022 02:06:16,1,1,FORWARD
17/08/2022 02:06:16,1,1,FORWARD
17/08/2022 02:06:16,1,1,FORWARD
17/08/2022 02:06:16,1,1,FORWARD
17/08/2022 02:06:17,1,1,FORWARD
17/08/2022 02:06:17,1,1,FORWARD
17/08/2022 02:06:17,1,1,FORWARD
17/08/2022 02:06:17,1,1,FORWARD
17/08/2022 02:06:17,1,1,FORWARD
17/08/2022 02:06:17,1,1,FORWARD
17/08/2022 02:06:17,1,1,FORWARD
17/08/2022 02:06:17,1,1,FORWARD
17/08/2022 02:06:17,1,1,FORWARD
17/08/2022 02:06:17,1,1,FORWARD
17/08/2022 02:06:17,1,1,FORWARD
17/08/2022 02:06:17,1,1,FORWARD
17/08/2022 02:06:17,1,1,FORWARD
17/08/2022 02:06:17,1,1,FORWARD
17/08/2022 02:06:17,1,1,FORWARD
17/08/2022 02:06:17,1,1,FORWARD
17/08/2022 02:06:17,1,1,FORWARD
17/08/2022 02:06:17,1,1,FORWARD
17/08/2022 02:06:17,1,1,FORWARD
17/08/2022 02:06:17,1,1,FORWARD
17/08/2022 02:06:18,1,1,FORWARD
17/08/2022 02:06:18,1,1,FORWARD
17/08/2022 02:06:18,1,1,FORWARD
17/08/2022 02:06:18,1,1,FORWARD
17/08/2022 02:06:18,1,1,FORWARD
17/08/2022 02:06:18,1,1,FORWARD
17/08/2022 02:06:18,1,1,FORWARD
17/08/2022 02:06:18,1,1,FORWARD
17/08/2022 02:06:18,1,1,FORWARD
17/08/2022 02:06:18,1,1,FORWARD
17/08/2022 02:06:18,1,1,FORWARD
17/08/2022 02:06:18,1,1,FORWARD
17/08/2022 02:06:18,1,1,FORWARD
17/08/2022 02:06:18,1,1,FORWARD
17/08/2022 02:06:18,1,1,FORWARD
17/08/2022 02:06:18,1,1,FORWARD
17/08/2022 02:06:18,1,1,FORWARD
17/08/2022 02:06:18,1,1,FORWARD
17/08/2022 02:06:18,1,0,RIGHT
17/08/2022 02:06:19,1,0,RIGHT
17/08/2022 02:06:19,1,1,FORWARD
17/08/2022 02:06:19,1,1,FORWARD
17/08/2022 02:06:19,0,1,LEFT
17/08/2022 02:06:19,1,1,FORWARD
17/08/2022 02:06:19,1,1,FORWARD
17/08/2022 02:06:19,1,1,FORWARD
17/08/2022 02:06:19,1,1,FORWARD
17/08/2022 02:06:19,1,1,FORWARD
17/08/2022 02:06:19,1,1,FORWARD
17/08/2022 02:06:19,1,1,FORWARD
17/08/2022 02:06:19,1,1,FORWARD
17/08/2022 02:06:19,1,1,FORWARD
17/08/2022 02:06:19,1,1,FORWARD
17/08/2022 02:06:19,1,0,RIGHT
17/08/2022 02:06:20,1,1,FORWARD
17/08/2022 02:06:20,1,1,FORWARD
17/08/2022 02:06:20,1,1,FORWARD
17/08/2022 02:06:20,1,1,FORWARD
17/08/2022 02:06:20,1,1,FORWARD
17/08/2022 02:06:20,1,1,FORWARD
17/08/2022 02:06:20,1,1,FORWARD
17/08/2022 02:06:20,1,1,FORWARD
17/08/2022 02:06:20,1,1,FORWARD
17/08/2022 02:06:20,1,0,RIGHT
17/08/2022 02:06:20,1,1,FORWARD
17/08/2022 02:06:20,1,1,FORWARD
17/08/2022 02:06:20,1,1,FORWARD
17/08/2022 02:06:20,1,1,FORWARD
17/08/2022 02:06:20,1,1,FORWARD
17/08/2022 02:06:20,1,1,FORWARD
17/08/2022 02:06:21,1,1,FORWARD
17/08/2022 02:06:21,1,1,FORWARD
17/08/2022 02:06:21,1,1,FORWARD
17/08/2022 02:06:21,1,0,RIGHT
17/08/2022 02:06:21,1,0,RIGHT
17/08/2022 02:06:21,1,1,FORWARD
17/08/2022 02:06:21,0,1,LEFT
17/08/2022 02:06:21,1,1,FORWARD
17/08/2022 02:06:21,1,1,FORWARD
17/08/2022 02:06:21,1,1,FORWARD
17/08/2022 02:06:21,1,1,FORWARD
17/08/2022 02:06:21,1,1,FORWARD
17/08/2022 02:06:21,1,1,FORWARD
17/08/2022 02:06:21,1,1,FORWARD
17/08/2022 02:06:22,1,1,FORWARD
17/08/2022 02:06:22,1,1,FORWARD
17/08/2022 02:06:22,1,1,FORWARD
17/08/2022 02:06:22,1,1,FORWARD
17/08/2022 02:06:22,1,1,FORWARD
17/08/2022 02:06:22,1,1,FORWARD
17/08/2022 02:06:22,1,0,RIGHT
17/08/2022 02:06:22,1,1,FORWARD
17/08/2022 02:06:22,1,1,FORWARD
17/08/2022 02:06:22,1,1,FORWARD
17/08/2022 02:06:22,1,1,FORWARD
17/08/2022 02:06:22,1,1,FORWARD
17/08/2022 02:06:22,1,1,FORWARD
17/08/2022 02:06:22,1,1,FORWARD
17/08/2022 02:06:22,1,1,FORWARD
17/08/2022 02:06:22,1,0,RIGHT
17/08/2022 02:06:23,1,1,FORWARD
17/08/2022 02:06:23,1,1,FORWARD
17/08/2022 02:06:23,1,1,FORWARD
17/08/2022 02:06:23,1,1,FORWARD
17/08/2022 02:06:23,1,1,FORWARD
17/08/2022 02:06:23,1,1,FORWARD
17/08/2022 02:06:23,1,1,FORWARD
17/08/2022 02:06:23,1,1,FORWARD
17/08/2022 02:06:23,1,1,FORWARD
