timeStamp,IR1,IR2,ACTION
17/08/2022 02:04:56,1,1,FORWARD
17/08/2022 02:04:56,1,1,FORWARD
17/08/2022 02:04:56,1,1,FORWARD
17/08/2022 02:04:56,1,1,FORWARD
17/08/2022 02:04:56,1,1,FORWARD
17/08/2022 02:04:56,1,1,FORWARD
17/08/2022 02:04:56,1,1,FORWARD
17/08/2022 02:04:57,1,1,FORWARD
17/08/2022 02:04:57,1,1,FORWARD
17/08/2022 02:04:57,1,1,FORWARD
17/08/2022 02:04:57,1,1,FORWARD
17/08/2022 02:04:57,1,1,FORWARD
17/08/2022 02:04:57,1,1,FORWARD
17/08/2022 02:04:57,1,1,FORWARD
17/08/2022 02:04:57,1,1,FORWARD
17/08/2022 02:04:57,1,1,FORWARD
17/08/2022 02:04:57,1,1,FORWARD
17/08/2022 02:04:57,1,1,FORWARD
17/08/2022 02:04:57,1,1,FORWARD
17/08/2022 02:04:57,1,1,FORWARD
17/08/2022 02:04:57,1,1,FORWARD
17/08/2022 02:04:57,1,1,FORWARD
17/08/2022 02:04:57,1,1,FORWARD
17/08/2022 02:04:57,1,1,FORWARD
17/08/2022 02:04:57,1,1,FORWARD
17/08/2022 02:04:57,1,0,RIGHT
17/08/2022 02:04:58,1,1,FORWARD
17/08/2022 02:04:58,1,1,FORWARD
17/08/2022 02:04:58,1,1,FORWARD
17/08/2022 02:04:58,1,1,FORWARD
17/08/2022 02:04:58,1,1,FORWARD
17/08/2022 02:04:58,1,1,FORWARD
17/08/2022 02:04:58,1,1,FORWARD
17/08/2022 02:04:58,0,1,LEFT
17/08/2022 02:04:58,1,1,FORWARD
17/08/2022 02:04:58,1,1,FORWARD
17/08/2022 02:04:58,1,1,FORWARD
17/08/2022 02:04:58,1,1,FORWARD
17/08/2022 02:04:58,1,1,FORWARD
17/08/2022 02:04:58,1,1,FORWARD
17/08/2022 02:04:58,1,1,FORWARD
17/08/2022 02:04:58,1,1,FORWARD
17/08/2022 02:04:59,1,1,FORWARD
17/08/2022 02:04:59,1,1,FORWARD
17/08/2022 02:04:59,1,1,FORWARD
17/08/2022 02:04:59,1,1,FORWARD
17/08/2022 02:04:59,1,1,FORWARD
17/08/2022 02:04:59,1,1,FORWARD
17/08/2022 02:04:59,1,1,FORWARD
17/08/2022 02:04:59,1,1,FORWARD
17/08/2022 02:04:59,1,1,FORWARD
17/08/2022 02:04:59,1,1,FORWARD
17/08/2022 02:04:59,1,1,FORWARD
