timeStamp,IR1,IR2,ACTION
17/08/2022 01:58:35,1,1,FORWARD
17/08/2022 01:58:35,1,1,FORWARD
17/08/2022 01:58:35,1,1,FORWARD
17/08/2022 01:58:35,1,1,FORWARD
17/08/2022 01:58:35,1,1,FORWARD
17/08/2022 01:58:35,1,1,FORWARD
17/08/2022 01:58:35,1,1,FORWARD
17/08/2022 01:58:35,1,1,FORWARD
17/08/2022 01:58:35,1,1,FORWARD
17/08/2022 01:58:35,1,1,FORWARD
17/08/2022 01:58:35,1,1,FORWARD
17/08/2022 01:58:36,1,1,FORWARD
17/08/2022 01:58:36,1,1,FORWARD
17/08/2022 01:58:36,1,1,FORWARD
17/08/2022 01:58:36,1,1,FORWARD
17/08/2022 01:58:36,1,1,FORWARD
17/08/2022 01:58:36,1,1,FORWARD
17/08/2022 01:58:36,1,1,FORWARD
17/08/2022 01:58:36,1,1,FORWARD
17/08/2022 01:58:36,1,1,FORWARD
17/08/2022 01:58:36,1,1,FORWARD
17/08/2022 01:58:36,1,1,FORWARD
17/08/2022 01:58:36,1,1,FORWARD
17/08/2022 01:58:36,1,1,FORWARD
17/08/2022 01:58:36,1,1,FORWARD
17/08/2022 01:58:36,1,1,FORWARD
17/08/2022 01:58:36,1,1,FORWARD
17/08/2022 01:58:36,1,1,FORWARD
17/08/2022 01:58:36,1,1,FORWARD
17/08/2022 01:58:36,1,1,FORWARD
17/08/2022 01:58:37,1,1,FORWARD
17/08/2022 01:58:37,1,1,FORWARD
17/08/2022 01:58:37,1,1,FORWARD
17/08/2022 01:58:37,1,1,FORWARD
17/08/2022 01:58:37,1,1,FORWARD
17/08/2022 01:58:37,1,1,FORWARD
17/08/2022 01:58:37,1,1,FORWARD
17/08/2022 01:58:37,1,1,FORWARD
17/08/2022 01:58:37,1,0,RIGHT
17/08/2022 01:58:37,1,1,FORWARD
17/08/2022 01:58:37,1,1,FORWARD
17/08/2022 01:58:37,1,1,FORWARD
17/08/2022 01:58:37,1,1,FORWARD
17/08/2022 01:58:37,1,1,FORWARD
17/08/2022 01:58:37,0,1,LEFT
17/08/2022 01:58:37,1,1,FORWARD
17/08/2022 01:58:38,1,1,FORWARD
17/08/2022 01:58:38,1,1,FORWARD
17/08/2022 01:58:38,1,1,FORWARD
17/08/2022 01:58:38,1,1,FORWARD
17/08/2022 01:58:38,1,1,FORWARD
17/08/2022 01:58:38,1,1,FORWARD
17/08/2022 01:58:38,1,1,FORWARD
17/08/2022 01:58:38,1,1,FORWARD
17/08/2022 01:58:38,1,1,FORWARD
