timeStamp,IR1,IR2,ACTION
17/08/2022 02:01:17,1,1,FORWARD
17/08/2022 02:01:17,1,1,FORWARD
17/08/2022 02:01:17,1,1,FORWARD
17/08/2022 02:01:17,1,1,FORWARD
17/08/2022 02:01:17,1,1,FORWARD
17/08/2022 02:01:17,1,1,FORWARD
17/08/2022 02:01:17,1,1,FORWARD
17/08/2022 02:01:17,1,1,FORWARD
17/08/2022 02:01:17,1,1,FORWARD
17/08/2022 02:01:17,1,1,FORWARD
17/08/2022 02:01:17,1,1,FORWARD
17/08/2022 02:01:17,1,1,FORWARD
17/08/2022 02:01:18,1,1,FORWARD
17/08/2022 02:01:18,1,1,FORWARD
17/08/2022 02:01:18,1,1,FORWARD
17/08/2022 02:01:18,1,1,FORWARD
17/08/2022 02:01:18,1,1,FORWARD
17/08/2022 02:01:18,1,1,FORWARD
17/08/2022 02:01:18,1,1,FORWARD
17/08/2022 02:01:18,1,1,FORWARD
17/08/2022 02:01:18,1,1,FORWARD
17/08/2022 02:01:18,1,1,FORWARD
17/08/2022 02:01:18,1,1,FORWARD
17/08/2022 02:01:18,1,1,FORWARD
17/08/2022 02:01:18,1,1,FORWARD
17/08/2022 02:01:18,1,1,FORWARD
17/08/2022 02:01:18,1,1,FORWARD
17/08/2022 02:01:18,1,1,FORWARD
17/08/2022 02:01:18,1,1,FORWARD
17/08/2022 02:01:18,1,1,FORWARD
17/08/2022 02:01:18,1,1,FORWARD
17/08/2022 02:01:19,1,1,FORWARD
17/08/2022 02:01:19,1,1,FORWARD
17/08/2022 02:01:19,1,1,FORWARD
17/08/2022 02:01:19,1,1,FORWARD
17/08/2022 02:01:19,1,1,FORWARD
17/08/2022 02:01:19,1,1,FORWARD
17/08/2022 02:01:19,1,1,FORWARD
17/08/2022 02:01:19,1,1,FORWARD
17/08/2022 02:01:19,1,1,FORWARD
17/08/2022 02:01:19,1,1,FORWARD
17/08/2022 02:01:19,1,1,FORWARD
17/08/2022 02:01:19,1,1,FORWARD
17/08/2022 02:01:19,1,1,FORWARD
17/08/2022 02:01:19,1,1,FORWARD
17/08/2022 02:01:19,1,1,FORWARD
17/08/2022 02:01:19,1,1,FORWARD
17/08/2022 02:01:19,1,1,FORWARD
17/08/2022 02:01:19,1,1,FORWARD
17/08/2022 02:01:19,1,1,FORWARD
17/08/2022 02:01:19,1,1,FORWARD
17/08/2022 02:01:20,1,1,FORWARD
17/08/2022 02:01:20,1,1,FORWARD
17/08/2022 02:01:20,1,1,FORWARD
17/08/2022 02:01:20,1,1,FORWARD
17/08/2022 02:01:20,1,1,FORWARD
17/08/2022 02:01:20,1,1,FORWARD
17/08/2022 02:01:20,1,1,FORWARD
17/08/2022 02:01:20,1,1,FORWARD
17/08/2022 02:01:20,1,1,FORWARD
17/08/2022 02:01:20,1,1,FORWARD
17/08/2022 02:01:20,1,1,FORWARD
17/08/2022 02:01:20,1,1,FORWARD
17/08/2022 02:01:20,1,1,FORWARD
17/08/2022 02:01:20,1,1,FORWARD
17/08/2022 02:01:20,1,1,FORWARD
17/08/2022 02:01:20,1,1,FORWARD
17/08/2022 02:01:20,1,1,FORWARD
17/08/2022 02:01:20,1,1,FORWARD
17/08/2022 02:01:20,1,1,FORWARD
17/08/2022 02:01:20,1,1,FORWARD
17/08/2022 02:01:21,1,1,FORWARD
17/08/2022 02:01:21,1,1,FORWARD
17/08/2022 02:01:21,1,1,FORWARD
17/08/2022 02:01:21,1,1,FORWARD
17/08/2022 02:01:21,1,1,FORWARD
17/08/2022 02:01:21,1,1,FORWARD
17/08/2022 02:01:21,1,1,FORWARD
17/08/2022 02:01:21,1,1,FORWARD
17/08/2022 02:01:21,1,1,FORWARD
17/08/2022 02:01:21,1,1,FORWARD
17/08/2022 02:01:21,1,0,RIGHT
17/08/2022 02:01:21,1,1,FORWARD
17/08/2022 02:01:21,1,1,FORWARD
17/08/2022 02:01:21,1,1,FORWARD
17/08/2022 02:01:21,1,1,FORWARD
17/08/2022 02:01:21,1,1,FORWARD
17/08/2022 02:01:21,1,1,FORWARD
17/08/2022 02:01:21,1,1,FORWARD
17/08/2022 02:01:22,1,0,RIGHT
17/08/2022 02:01:22,1,1,FORWARD
17/08/2022 02:01:22,1,1,FORWARD
17/08/2022 02:01:22,1,1,FORWARD
17/08/2022 02:01:22,1,1,FORWARD
17/08/2022 02:01:22,1,1,FORWARD
17/08/2022 02:01:22,1,1,FORWARD
17/08/2022 02:01:22,1,1,FORWARD
17/08/2022 02:01:22,1,1,FORWARD
17/08/2022 02:01:22,1,0,RIGHT
17/08/2022 02:01:22,1,1,FORWARD
17/08/2022 02:01:22,1,1,FORWARD
17/08/2022 02:01:22,1,1,FORWARD
17/08/2022 02:01:22,1,1,FORWARD
17/08/2022 02:01:22,1,1,FORWARD
17/08/2022 02:01:22,1,1,FORWARD
17/08/2022 02:01:23,1,1,FORWARD
17/08/2022 02:01:23,1,1,FORWARD
17/08/2022 02:01:23,1,1,FORWARD
17/08/2022 02:01:23,1,1,FORWARD
17/08/2022 02:01:23,1,1,FORWARD
17/08/2022 02:01:23,1,0,RIGHT
17/08/2022 02:01:23,1,1,FORWARD
17/08/2022 02:01:23,1,1,FORWARD
17/08/2022 02:01:23,1,1,FORWARD
17/08/2022 02:01:23,1,1,FORWARD
17/08/2022 02:01:23,1,1,FORWARD
17/08/2022 02:01:23,1,1,FORWARD
17/08/2022 02:01:23,1,1,FORWARD
17/08/2022 02:01:23,1,1,FORWARD
17/08/2022 02:01:23,1,1,FORWARD
17/08/2022 02:01:23,1,0,RIGHT
17/08/2022 02:01:24,1,1,FORWARD
17/08/2022 02:01:24,1,1,FORWARD
17/08/2022 02:01:24,1,1,FORWARD
17/08/2022 02:01:24,1,1,FORWARD
17/08/2022 02:01:24,1,1,FORWARD
17/08/2022 02:01:24,1,1,FORWARD
17/08/2022 02:01:24,1,1,FORWARD
17/08/2022 02:01:24,1,1,FORWARD
17/08/2022 02:01:24,1,1,FORWARD
17/08/2022 02:01:24,1,1,FORWARD
17/08/2022 02:01:24,1,1,FORWARD
17/08/2022 02:01:24,1,1,FORWARD
17/08/2022 02:01:24,1,1,FORWARD
17/08/2022 02:01:24,1,1,FORWARD
17/08/2022 02:01:24,1,1,FORWARD
17/08/2022 02:01:24,1,1,FORWARD
17/08/2022 02:01:24,1,1,FORWARD
17/08/2022 02:01:24,1,1,FORWARD
17/08/2022 02:01:24,1,1,FORWARD
17/08/2022 02:01:24,1,1,FORWARD
17/08/2022 02:01:25,1,1,FORWARD
17/08/2022 02:01:25,1,0,RIGHT
17/08/2022 02:01:25,1,1,FORWARD
17/08/2022 02:01:25,1,1,FORWARD
17/08/2022 02:01:25,1,1,FORWARD
17/08/2022 02:01:25,1,1,FORWARD
17/08/2022 02:01:25,0,1,LEFT
17/08/2022 02:01:25,1,1,FORWARD
17/08/2022 02:01:25,1,1,FORWARD
17/08/2022 02:01:25,1,1,FORWARD
17/08/2022 02:01:25,1,1,FORWARD
17/08/2022 02:01:25,1,1,FORWARD
17/08/2022 02:01:25,1,1,FORWARD
17/08/2022 02:01:25,1,1,FORWARD
17/08/2022 02:01:25,1,1,FORWARD
17/08/2022 02:01:25,1,1,FORWARD
17/08/2022 02:01:26,1,1,FORWARD
17/08/2022 02:01:26,1,1,FORWARD
17/08/2022 02:01:26,1,1,FORWARD
17/08/2022 02:01:26,1,1,FORWARD
17/08/2022 02:01:26,1,1,FORWARD
17/08/2022 02:01:26,1,1,FORWARD
17/08/2022 02:01:26,1,1,FORWARD
17/08/2022 02:01:26,1,1,FORWARD
17/08/2022 02:01:26,1,1,FORWARD
17/08/2022 02:01:26,1,0,RIGHT
17/08/2022 02:01:26,1,0,RIGHT
17/08/2022 02:01:26,1,1,FORWARD
17/08/2022 02:01:26,0,1,LEFT
17/08/2022 02:01:26,1,1,FORWARD
17/08/2022 02:01:27,1,1,FORWARD
17/08/2022 02:01:27,1,1,FORWARD
17/08/2022 02:01:27,1,1,FORWARD
17/08/2022 02:01:27,1,1,FORWARD
17/08/2022 02:01:27,1,1,FORWARD
17/08/2022 02:01:27,1,1,FORWARD
17/08/2022 02:01:27,1,1,FORWARD
17/08/2022 02:01:27,1,1,FORWARD
17/08/2022 02:01:27,1,1,FORWARD
17/08/2022 02:01:27,1,1,FORWARD
17/08/2022 02:01:27,1,0,RIGHT
17/08/2022 02:01:27,1,0,RIGHT
17/08/2022 02:01:27,1,1,FORWARD
17/08/2022 02:01:27,0,1,LEFT
17/08/2022 02:01:28,1,1,FORWARD
17/08/2022 02:01:28,1,1,FORWARD
17/08/2022 02:01:28,1,1,FORWARD
17/08/2022 02:01:28,1,1,FORWARD
17/08/2022 02:01:28,1,1,FORWARD
17/08/2022 02:01:28,1,1,FORWARD
17/08/2022 02:01:28,1,1,FORWARD
17/08/2022 02:01:28,1,1,FORWARD
17/08/2022 02:01:28,1,0,RIGHT
17/08/2022 02:01:28,1,0,RIGHT
17/08/2022 02:01:28,1,1,FORWARD
17/08/2022 02:01:28,0,1,LEFT
17/08/2022 02:01:28,1,1,FORWARD
17/08/2022 02:01:29,1,1,FORWARD
17/08/2022 02:01:29,1,1,FORWARD
17/08/2022 02:01:29,1,1,FORWARD
17/08/2022 02:01:29,1,1,FORWARD
17/08/2022 02:01:29,1,1,FORWARD
17/08/2022 02:01:29,1,1,FORWARD
17/08/2022 02:01:29,1,1,FORWARD
17/08/2022 02:01:29,1,1,FORWARD
17/08/2022 02:01:29,1,1,FORWARD
17/08/2022 02:01:29,1,1,FORWARD
17/08/2022 02:01:29,1,1,FORWARD
17/08/2022 02:01:29,1,1,FORWARD
17/08/2022 02:01:29,1,1,FORWARD
17/08/2022 02:01:29,1,1,FORWARD
